"","key","age_upon_intake","animal_id.x","animal_type.x","breed.x","color.x","Intake_Date","found_location","intake_condition","intake_type","name.x","sex_upon_intake","rank.x","age_upon_outcome","animal_id.y","animal_type.y","breed.y","color.y","date_of_birth","Outcome_Date","name.y","outcome_subtype","outcome_type","sex_upon_outcome","rank.y"
"79","A304036.2","13 years","A304036","Cat","Domestic Shorthair Mix","Brown Tabby/White","2016-04-19T08:22:00.000","18513 Sandy Bottom in Pflugerville (TX)","Injured","Stray","Pepito","Neutered Male",2,"13 years","A304036","Cat","Domestic Shorthair Mix","Brown Tabby/White","2002-04-24T00:00:00","2016-04-19T13:52:00","Pepito","","Return to Owner","Neutered Male",2
"80","A305112.1","11 years","A305112","Dog","Rat Terrier","White/Brown","2014-04-04T20:19:00.000","5800 Berkman Dr in Austin (TX)","Normal","Stray","Baylee","Spayed Female",1,"11 years","A305112","Dog","Rat Terrier","White/Brown","2002-11-16T00:00:00","2014-04-05T12:16:00","Baylee","","Return to Owner","Spayed Female",1
"81","A305674.1","12 years","A305674","Dog","Siberian Husky Mix","Brown/Cream","2014-07-07T14:44:00.000","6503 Bluff Springs in Austin (TX)","Aged","Owner Surrender","Crystal","Spayed Female",1,"12 years","A305674","Dog","Siberian Husky Mix","Brown/Cream","2001-11-08T00:00:00","2014-07-10T18:53:00","Crystal","Suffering","Euthanasia","Spayed Female",1
"82","A306362.1","13 years","A306362","Dog","Labrador Retriever/Chow Chow","Black","2015-07-18T14:46:00.000","Fm 1626 And South 1St in Austin (TX)","Normal","Stray","Zoey","Spayed Female",1,"13 years","A306362","Dog","Labrador Retriever/Chow Chow","Black","2002-07-13T00:00:00","2015-07-18T16:40:00","Zoey","","Return to Owner","Spayed Female",1
"83","A306965.1","14 years","A306965","Dog","Chihuahua Shorthair Mix","Blue/White","2014-04-27T16:18:00.000","11309 Bow Ct. in Austin (TX)","Aged","Stray","Baby","Spayed Female",1,"14 years","A306965","Dog","Chihuahua Shorthair Mix","Blue/White","1999-10-28T00:00:00","2014-04-28T11:29:00","Baby","","Return to Owner","Spayed Female",1
"84","A307010.1","13 years","A307010","Dog","Beagle Mix","Tricolor","2016-09-25T12:51:00.000","Freidrich Lane And St Elmo Rd in Austin (TX)","Normal","Stray","Cooper","Neutered Male",1,"13 years","A307010","Dog","Beagle Mix","Tricolor","2003-03-04T00:00:00","2016-09-28T09:36:00","Cooper","","Return to Owner","Neutered Male",1
"85","A307010.2","14 years","A307010","Dog","Beagle Mix","Tricolor","2017-06-01T11:47:00.000","806 Castle Ridge in Austin (TX)","Normal","Owner Surrender","Cooper","Neutered Male",2,"14 years","A307010","Dog","Beagle Mix","Tricolor","2003-03-04T00:00:00","2017-06-05T15:11:00","Cooper","","Return to Owner","Neutered Male",2
"86","A307398.1","13 years","A307398","Dog","Queensland Heeler/German Shepherd","Black/Tricolor","2015-12-02T12:34:00.000","Lindeman Ln And Creek Bluff Cv in Travis (TX)","Normal","Stray","Bacca","Spayed Female",1,"13 years","A307398","Dog","Queensland Heeler/German Shepherd","Black/Tricolor","2002-11-21T00:00:00","2015-12-13T13:49:00","Bacca","Suffering","Euthanasia","Spayed Female",1
"87","A307592.1","12 years","A307592","Cat","Domestic Longhair Mix","Orange Tabby/White","2014-05-24T11:22:00.000","Austin (TX)","Normal","Owner Surrender","Arthur","Neutered Male",1,"12 years","A307592","Cat","Domestic Longhair Mix","Orange Tabby/White","2002-05-23T00:00:00","2014-06-14T15:15:00","Arthur","","Adoption","Neutered Male",1
"88","A308771.1","14 years","A308771","Dog","Labrador Retriever Mix","Brown","2014-03-01T16:44:00.000","Lamar And 31St in Austin (TX)","Normal","Stray","Lili","Spayed Female",1,"14 years","A308771","Dog","Labrador Retriever Mix","Brown","1999-08-16T00:00:00","2014-03-02T14:40:00","Lili","","Return to Owner","Spayed Female",1
"89","A309706.1","14 years","A309706","Dog","Pit Bull/Labrador Retriever","Black/White","2017-03-13T12:09:00.000","Bull Creek Rd & W 40Th St in Austin (TX)","Normal","Stray","Sammy","Spayed Female",1,"14 years","A309706","Dog","Pit Bull/Labrador Retriever","Black/White","2003-02-01T00:00:00","2017-03-13T18:58:00","Sammy","","Return to Owner","Spayed Female",1
"90","A309829.1","13 years","A309829","Dog","Dachshund","Brown","2014-11-10T14:55:00.000","Sweet Leaf Lane in Pflugerville (TX)","Normal","Stray","Petey","Intact Male",1,"13 years","A309829","Dog","Dachshund","Brown","2001-11-10T00:00:00","2014-11-12T15:34:00","Petey","","Return to Owner","Intact Male",1
"91","A310394.1","11 years","A310394","Dog","Chow Chow/Cardigan Welsh Corgi","Red/White","2014-11-12T12:09:00.000","Austin (TX)","Normal","Public Assist","Carolina","Spayed Female",1,"11 years","A310394","Dog","Chow Chow/Cardigan Welsh Corgi","Red/White","2002-12-16T00:00:00","2014-11-17T12:04:00","Carolina","","Return to Owner","Spayed Female",1
"92","A310454.1","13 years","A310454","Dog","Chihuahua Shorthair Mix","Tan/White","2015-10-12T11:04:00.000","2100 Barton Springs Rd in Austin (TX)","Aged","Stray","Sammy","Neutered Male",1,"13 years","A310454","Dog","Chihuahua Shorthair Mix","Tan/White","2002-01-01T00:00:00","2015-10-12T13:25:00","Sammy","","Return to Owner","Neutered Male",1
"93","A310938.1","12 years","A310938","Cat","Domestic Shorthair","Gray/White","2015-04-18T14:42:00.000","1201 E. Rundburg in Austin (TX)","Other","Stray","Rocky","Neutered Male",1,"12 years","A310938","Cat","Domestic Shorthair","Gray/White","2002-06-21T00:00:00","2015-04-19T12:06:00","Rocky","","Return to Owner","Neutered Male",1
"94","A311544.1","16 years","A311544","Dog","Labrador Retriever/Chinese Sharpei","Brown","2013-10-27T13:03:00.000","Lot Ave/Ledesma Rd in Austin (TX)","Aged","Stray","Tanner","Neutered Male",1,"16 years","A311544","Dog","Labrador Retriever/Chinese Sharpei","Brown","1997-01-25T00:00:00","2013-10-28T00:03:00","Tanner","","Return to Owner","Neutered Male",1
"95","A312005.1","13 years","A312005","Cat","Siamese Mix","Lilac Point","2014-09-18T13:11:00.000","5209 Burnet Rd in Austin (TX)","Injured","Stray","Harold","Neutered Male",1,"13 years","A312005","Cat","Siamese Mix","Lilac Point","2001-07-02T00:00:00","2014-10-18T16:32:00","Harold","","Adoption","Neutered Male",1
"96","A317783.1","15 years","A317783","Dog","Golden Retriever Mix","Gold","2017-02-25T14:02:00.000","Alpine Rd And S Congress Ave in Austin (TX)","Normal","Stray","Pumpkin","Spayed Female",1,"15 years","A317783","Dog","Golden Retriever Mix","Gold","2002-02-10T00:00:00","2017-02-25T16:35:00","Pumpkin","","Return to Owner","Spayed Female",1
"97","A318500.1","13 years","A318500","Dog","German Shepherd Mix","Tan","2014-10-01T15:41:00.000","Austin (TX)","Normal","Public Assist","Tiger","Neutered Male",1,"13 years","A318500","Dog","German Shepherd Mix","Tan","2001-08-18T00:00:00","2014-10-08T16:13:00","Tiger","","Return to Owner","Neutered Male",1
"98","A318574.1","12 years","A318574","Cat","Domestic Shorthair","Brown Tabby","2015-06-13T14:41:00.000","Austin (TX)","Normal","Owner Surrender","Huey","Neutered Male",1,"12 years","A318574","Cat","Domestic Shorthair","Brown Tabby","2003-04-19T00:00:00","2015-07-31T17:02:00","Huey","","Adoption","Neutered Male",1
"99","A318574.2","13 years","A318574","Cat","Domestic Shorthair","Brown Tabby","2016-04-27T18:17:00.000","4412 Brandt Rd in Austin (TX)","Normal","Stray","Huey","Neutered Male",2,"13 years","A318574","Cat","Domestic Shorthair","Brown Tabby","2003-04-19T00:00:00","2016-05-23T12:54:00","Huey","Suffering","Euthanasia","Neutered Male",2
"100","A318615.1","14 years","A318615","Dog","German Shepherd Mix","Black/Tan","2015-03-30T15:06:00.000","Austin (TX)","Aged","Euthanasia Request","Buddy","Neutered Male",1,"14 years","A318615","Dog","German Shepherd Mix","Black/Tan","2001-02-24T00:00:00","2015-03-30T15:33:00","Buddy","Suffering","Euthanasia","Neutered Male",1
"101","A321263.1","14 years","A321263","Dog","Australian Shepherd/Catahoula","Brown/Black","2017-11-16T07:30:00.000","Wedgewood Dr & Braker Lane in Austin (TX)","Aged","Stray","Jill","Spayed Female",1,"14 years","A321263","Dog","Australian Shepherd/Catahoula","Brown/Black","2003-05-15T00:00:00","2017-11-18T13:04:00","Jill","","Return to Owner","Spayed Female",1
"102","A321341.1","10 years","A321341","Cat","Domestic Shorthair Mix","Tortie","2014-02-01T13:02:00.000","Austin (TX)","Normal","Owner Surrender","Chelsea","Spayed Female",1,"10 years","A321341","Cat","Domestic Shorthair Mix","Tortie","2003-07-16T00:00:00","2014-03-30T16:38:00","Chelsea","","Adoption","Spayed Female",1
"103","A321820.1","16 years","A321820","Cat","Domestic Longhair Mix","Black/White","2018-02-08T16:29:00.000","11612 Arroyo Blanco in Austin (TX)","Normal","Stray","Ziggy","Neutered Male",1,"16 years","A321820","Cat","Domestic Longhair Mix","Black/White","2001-03-19T00:00:00","2018-02-09T13:31:00","Ziggy","","Return to Owner","Neutered Male",1
"104","A322813.1","11 years","A322813","Dog","Rottweiler Mix","Black/Brown","2015-03-05T14:49:00.000","Austin (TX)","Normal","Public Assist","Tyson","Neutered Male",1,"11 years","A322813","Dog","Rottweiler Mix","Black/Brown","2003-03-26T00:00:00","2015-03-13T13:49:00","Tyson","","Return to Owner","Neutered Male",1
"105","A322813.2","12 years","A322813","Dog","Rottweiler Mix","Black/Brown","2015-12-24T13:04:00.000","Ohlen Rd And Payton Gin in Austin (TX)","Normal","Stray","Tyson","Neutered Male",2,"12 years","A322813","Dog","Rottweiler Mix","Black/Brown","2003-03-26T00:00:00","2015-12-24T14:31:00","Tyson","","Return to Owner","Neutered Male",2
"106","A323090.1","12 years","A323090","Cat","Domestic Shorthair Mix","Brown Tabby","2016-05-21T17:34:00.000","Austin (TX)","Normal","Stray","Shelby","Spayed Female",1,"12 years","A323090","Cat","Domestic Shorthair Mix","Brown Tabby","2003-07-29T00:00:00","2016-05-22T11:22:00","Shelby","","Return to Owner","Spayed Female",1
"107","A323668.1","11 years","A323668","Dog","Australian Cattle Dog Mix","Tricolor","2015-03-06T10:35:00.000","Jollyville Rd & Mesa Dr in Austin (TX)","Normal","Stray","Ringo","Neutered Male",1,"11 years","A323668","Dog","Australian Cattle Dog Mix","Tricolor","2003-05-15T00:00:00","2015-03-06T17:36:00","Ringo","","Return to Owner","Neutered Male",1
"108","A325999.1","12 years","A325999","Dog","Pit Bull Mix","Brown/White","2015-08-19T22:45:00.000","Mopac Expy & Scofield Farms in Austin (TX)","Normal","Stray","Precious","Spayed Female",1,"12 years","A325999","Dog","Pit Bull Mix","Brown/White","2003-04-30T00:00:00","2015-08-27T12:11:00","Precious","Suffering","Euthanasia","Spayed Female",1
"109","A326898.1","14 years","A326898","Cat","Domestic Shorthair Mix","Blue/White","2017-05-27T12:15:00.000","123 East Cesar Chavez in Austin (TX)","Normal","Stray","Silver","Spayed Female",1,"14 years","A326898","Cat","Domestic Shorthair Mix","Blue/White","2003-04-28T00:00:00","2017-05-28T13:34:00","Silver","","Return to Owner","Spayed Female",1
"110","A328422.1","10 years","A328422","Dog","Parson Russell Terrier Mix","White/Black","2014-03-16T21:19:00.000","2243 Bagbad Rd in Austin (TX)","Normal","Stray","Cru","Neutered Male",1,"10 years","A328422","Dog","Parson Russell Terrier Mix","White/Black","2003-04-13T00:00:00","2014-03-17T11:55:00","Cru","","Return to Owner","Neutered Male",1
"111","A329257.1","14 years","A329257","Dog","Chow Chow Mix","Tan","2017-12-09T02:11:00.000","Austin (TX)","Normal","Public Assist","Dot","Spayed Female",1,"14 years","A329257","Dog","Chow Chow Mix","Tan","2003-02-20T00:00:00","2017-12-12T13:31:00","Dot","","Return to Owner","Spayed Female",1
"112","A329502.1","16 years","A329502","Dog","Chihuahua Shorthair","Brown","2015-07-19T12:54:00.000","7205 Tumbleweed in Austin (TX)","Normal","Stray","Gizmo","Neutered Male",1,"16 years","A329502","Dog","Chihuahua Shorthair","Brown","1999-01-12T00:00:00","2015-07-20T17:54:00","Gizmo","","Return to Owner","Neutered Male",1
"113","A329502.2","17 years","A329502","Dog","Chihuahua Shorthair","Brown","2016-01-14T13:59:00.000","Austin (TX)","Normal","Euthanasia Request","Gizmo","Neutered Male",2,"17 years","A329502","Dog","Chihuahua Shorthair","Brown","1999-01-12T00:00:00","2016-01-18T14:25:00","Gizmo","Partner","Transfer","Neutered Male",2
"114","A329835.1","10 years","A329835","Dog","Labrador Retriever Mix","Brown/Black","2013-11-09T16:45:00.000","Archdale And Decker Praire Ln in Austin (TX)","Normal","Stray","Molly","Spayed Female",1,"10 years","A329835","Dog","Labrador Retriever Mix","Brown/Black","2002-12-01T00:00:00","2013-11-11T18:33:00","Molly","","Return to Owner","Spayed Female",1
"115","A329871.1","15 years","A329871","Dog","Chinese Sharpei/Labrador Retriever","Brown/White","2013-11-13T10:33:00.000","2912 E 12Th in Austin (TX)","Normal","Public Assist","Ruth","Spayed Female",1,"15 years","A329871","Dog","Chinese Sharpei/Labrador Retriever","Brown/White","1998-06-16T00:00:00","2013-11-23T11:15:00","Ruth","","Return to Owner","Spayed Female",1
"116","A329968.1","14 years","A329968","Dog","Labrador Retriever","Yellow","2013-10-21T15:06:00.000","12500 Amherst in Austin (TX)","Normal","Stray","Romeo","Neutered Male",1,"14 years","A329968","Dog","Labrador Retriever","Yellow","1999-05-25T00:00:00","2013-10-21T18:43:00","Romeo","","Return to Owner","Neutered Male",1
"117","A332026.1","15 years","A332026","Dog","Border Collie Mix","Black/White","2017-06-02T14:04:00.000","3225 Oak Aly in Austin (TX)","Normal","Stray","Muttley","Neutered Male",1,"15 years","A332026","Dog","Border Collie Mix","Black/White","2001-12-23T00:00:00","2017-06-12T14:40:00","Muttley","","Return to Owner","Neutered Male",1
"118","A332246.1","14 years","A332246","Dog","Pit Bull","Brown/White","2017-04-22T17:27:00.000","S Mopac Expy And Lake Austin Blvd in Austin (TX)","Normal","Stray","Boss","Intact Male",1,"14 years","A332246","Dog","Pit Bull","Brown/White","2003-03-25T00:00:00","2017-04-22T18:43:00","Boss","","Return to Owner","Intact Male",1
"119","A333659.1","9 years","A333659","Dog","Cocker Spaniel Mix","Red/Black","2013-10-27T17:58:00.000","10801 Sierra Oaks in Austin (TX)","Normal","Stray","Tyoma","Neutered Male",1,"9 years","A333659","Dog","Cocker Spaniel Mix","Red/Black","2003-12-09T00:00:00","2013-10-27T19:17:00","Tyoma","","Return to Owner","Neutered Male",1
"120","A333780.1","12 years","A333780","Dog","Chihuahua Shorthair Mix","Tricolor","2016-05-18T12:55:00.000","Meadow Creek Dr in Austin (TX)","Normal","Stray","Romeo","Neutered Male",1,"12 years","A333780","Dog","Chihuahua Shorthair Mix","Tricolor","2003-11-10T00:00:00","2016-05-18T15:37:00","Romeo","","Return to Owner","Neutered Male",1
"121","A333781.1","12 years","A333781","Dog","Chihuahua Shorthair Mix","Tan/White","2016-05-16T14:09:00.000","5601 Manchaca Rd in Austin (TX)","Normal","Stray","Junior","Neutered Male",1,"12 years","A333781","Dog","Chihuahua Shorthair Mix","Tan/White","2003-11-10T00:00:00","2016-05-16T17:19:00","Junior","","Return to Owner","Neutered Male",1
"122","A334065.1","12 years","A334065","Dog","Labrador Retriever/German Shepherd","Yellow","2015-05-26T10:46:00.000","14713 Noya Dr in Travis (TX)","Injured","Public Assist","Romeo","Neutered Male",1,"12 years","A334065","Dog","Labrador Retriever/German Shepherd","Yellow","2002-06-13T00:00:00","2015-05-26T12:26:00","Romeo","Suffering","Euthanasia","Neutered Male",1
"123","A335182.1","10 years","A335182","Dog","Labrador Retriever/Pit Bull","Black Brindle","2014-01-02T07:52:00.000","South Ec in Austin (TX)","Normal","Stray","Annie","Spayed Female",1,"10 years","A335182","Dog","Labrador Retriever/Pit Bull","Black Brindle","2003-01-29T00:00:00","2014-01-03T11:04:00","Annie","","Return to Owner","Spayed Female",1
"124","A335778.1","14 years","A335778","Dog","Rottweiler/German Shepherd","Brown/Black","2017-05-04T22:51:00.000","8111 Elkhorn Mountain Trail in Austin (TX)","Aged","Stray","Brownie","Spayed Female",1,"14 years","A335778","Dog","Rottweiler/German Shepherd","Brown/Black","2003-02-07T00:00:00","2017-05-06T12:02:00","Brownie","","Return to Owner","Spayed Female",1
"125","A337187.1","12 years","A337187","Dog","Golden Retriever Mix","Red/Black","2014-06-10T11:20:00.000","Austin (TX)","Normal","Owner Surrender","Buster","Neutered Male",1,"12 years","A337187","Dog","Golden Retriever Mix","Red/Black","2002-02-17T00:00:00","2014-06-19T17:43:00","Buster","Suffering","Euthanasia","Neutered Male",1
"126","A337603.1","14 years","A337603","Dog","Catahoula Mix","Brown/Blue Merle","2016-09-04T17:33:00.000","1156 W Cesar Chavez in Austin (TX)","Normal","Stray","Roxy","Spayed Female",1,"14 years","A337603","Dog","Catahoula Mix","Brown/Blue Merle","2001-09-21T00:00:00","2016-09-05T12:56:00","Roxy","","Return to Owner","Spayed Female",1
"127","A337686.1","11 years","A337686","Dog","Border Collie Mix","Black/Tan","2015-05-28T17:51:00.000","Radam And Normandy in Austin (TX)","Normal","Stray","Sparky","Spayed Female",1,"11 years","A337686","Dog","Border Collie Mix","Black/Tan","2003-08-22T00:00:00","2015-05-29T18:43:00","Sparky","","Return to Owner","Spayed Female",1
"128","A337686.2","11 years","A337686","Dog","Border Collie Mix","Black/Tan","2015-06-04T14:54:00.000","S 1St And Hwy 71 in Austin (TX)","Normal","Stray","Sparky","Spayed Female",2,"11 years","A337686","Dog","Border Collie Mix","Black/Tan","2003-08-22T00:00:00","2015-06-07T12:45:00","Sparky","","Return to Owner","Spayed Female",2
"129","A337859.1","14 years","A337859","Dog","Labrador Retriever Mix","White","2014-07-25T11:00:00.000","Austin (TX)","Aged","Euthanasia Request","Benny","Neutered Male",1,"14 years","A337859","Dog","Labrador Retriever Mix","White","2000-02-25T00:00:00","2014-07-25T16:20:00","Benny","Suffering","Euthanasia","Neutered Male",1
"130","A338231.1","13 years","A338231","Dog","Border Collie Mix","Black/White","2015-05-18T14:14:00.000","Bullard/Northland in Austin (TX)","Normal","Stray","Boots","Neutered Male",1,"13 years","A338231","Dog","Border Collie Mix","Black/White","2002-02-28T00:00:00","2015-05-18T16:09:00","Boots","","Return to Owner","Neutered Male",1
"131","A338231.2","16 years","A338231","Dog","Border Collie Mix","Black/White","2018-02-25T14:30:00.000","Austin (TX)","Normal","Owner Surrender","Boots","Neutered Male",2,"16 years","A338231","Dog","Border Collie Mix","Black/White","2002-02-28T00:00:00","2018-03-25T13:25:00","Boots","","Adoption","Neutered Male",2
"132","A338643.1","12 years","A338643","Dog","Labrador Retriever/Australian Cattle Dog","Black/White","2016-12-16T09:50:00.000","Austin (TX)","Normal","Owner Surrender","Herbie","Neutered Male",1,"13 years","A338643","Dog","Labrador Retriever/Australian Cattle Dog","Black/White","2004-01-24T00:00:00","2017-03-16T18:55:00","Herbie","Foster","Adoption","Neutered Male",1
